# temperature,rainfall,humidity,yield_of_corp
38,35,31,33.9
45,99,74,70.3
62,93,90,82.2
77,67,24,48.5
40,21,88,60.2
87,29,77,70.4
67,100,68,74.1
39,65,20,34.7
80,28,52,55.6
35,98,100,80.1
50,67,64,60.4
47,88,71,67.2
58,54,25,40.7
27,60,89,64.6
44,71,21,37.9
50,93,76,71.6
83,87,56,70.3
97,58,60,70.7
70,53,96,79.6
40,34,57,47.3
58,68,33,47.5
60,31,38,43.2
71,79,59,66.6
26,36,51,40.5
86,66,83,80.5
71,43,31,45.4
74,63,40,54.8
25,96,22,37.7
61,97,87,81.2
43,67,29,40.8
51,87,64,64.7
45,93,70,67.1
88,69,22,51.2
93,60,68,73.9
81,62,31,52.2
78,70,76,75.4
72,89,89,83.9
55,72,52,56.9
100,53,50,65.6
40,65,67,58.5
58,71,93,78.1
69,55,48,55.7
63,51,43,50.6
78,23,59,57.5
83,94,99,93.2
83,37,25,44.8
82,88,80,82.2
33,22,40,34.3
22,59,89,62.9
68,80,66,69.4
98,81,51,71.1
62,20,42,43.6
75,94,27,54.8
82,60,80,76.6
40,92,30,45.4
33,73,54,51.5
82,34,26,44.4
24,26,93,58.9
44,87,98,79.6
67,35,57,55.6
59,58,88,73.3
51,63,59,57.4
93,87,74,82.3
23,79,43,44.2
57,54,91,73.4
87,60,44,60.1
44,35,62,51.2
43,33,41,40.0
60,78,20,43.6
62,33,56,53.2
91,74,61,72.6
61,62,35,48.2
52,72,37,48.5
57,41,47,48.8
33,57,97,69.8
50,91,83,74.7
35,48,31,35.6
41,58,86,66.9
69,60,71,68.2
91,80,30,58.3
63,88,92,82.5
88,44,81,75.7
54,88,53,60.3
55,99,23,47.8
53,61,77,66.6
82,20,97,77.1
100,76,61,75.7
71,73,84,77.9
59,82,29,48.6
67,49,26,42.9
87,99,78,84.9
99,36,30,51.9
90,31,47,56.7
36,98,64,62.4
65,89,62,68.3
68,76,38,54.6
43,58,23,36.0
100,58,55,69.1
28,51,66,51.6
21,45,65,47.8
92,60,51,65.1
80,38,93,78.1
61,54,33,45.6
66,74,81,75.1
76,91,30,56.0
40,48,85,64.1
79,65,27,50.2
90,37,99,83.9
47,93,66,65.7
100,47,45,61.9
91,23,26,44.9
22,90,34,41.6
67,22,32,40.5
65,71,30,48.7
68,68,65,66.5
34,79,49,50.5
87,55,20,47.1
96,20,73,69.3
83,63,91,83.0
59,69,66,64.5
36,41,84,61.0
76,78,47,61.9
79,27,85,71.6
93,33,79,74.0
51,53,47,49.4
59,40,70,60.7
56,60,38,47.8
97,48,85,81.2
58,20,99,70.9
32,59,64,53.4
81,56,76,73.5
84,42,53,60.1
64,85,96,84.2
60,86,98,84.2
74,44,96,79.0
24,96,76,64.4
59,46,75,64.4
23,44,97,64.2
94,77,50,68.6
52,40,51,49.1
23,43,22,26.5
80,24,27,42.3
81,98,100,93.9
85,23,73,66.6
45,85,72,66.5
61,21,52,48.5
23,70,87,64.4
100,43,37,57.1
41,30,72,54.3
97,32,91,81.0
78,26,90,73.6
65,89,22,48.3
48,42,37,41.3
45,69,53,53.8
30,49,37,37.3
24,77,70,57.6
32,56,61,51.3
72,81,57,66.3
58,73,99,81.5
65,84,40,56.3
82,94,77,81.9
65,69,47,56.8
72,45,47,54.1
98,58,74,78.0
45,61,40,45.7
66,93,22,49.4
47,90,58,61.1
49,68,76,66.3
45,85,76,68.5
20,58,55,45.1
87,68,26,52.7
39,77,54,54.1
20,74,31,36.3
62,53,81,69.7
43,42,98,70.3
84,76,97,88.9
91,57,68,72.7
41,95,90,76.3
70,69,96,82.8
36,42,71,54.7
32,34,48,40.4
72,44,35,47.9
69,86,27,51.4
29,25,28,27.7
44,99,56,61.0
72,76,87,80.3
71,84,36,56.1
43,66,40,46.1
98,22,77,72.3
78,53,73,70.5
70,87,39,57.9
87,46,78,74.3
35,58,44,44.1
72,30,96,75.6
95,33,79,74.6
51,62,42,48.7
98,58,91,86.5
82,69,65,70.9
26,75,78,61.8
89,88,73,80.8
84,44,25,46.5
58,89,37,53.7
56,22,85,63.7
73,89,26,52.7
27,65,31,36.6
56,22,21,31.7
47,30,20,30.1
100,58,84,83.6
25,54,64,50.3
20,50,62,47.0
84,93,30,58.8
21,78,68,55.9
55,58,93,74.6
75,36,89,74.2
40,55,73,59.5
53,45,32,40.9
40,61,75,61.7
61,23,98,71.9
65,76,71,70.2
58,72,98,80.8
23,94,49,50.2
57,67,95,78.0
97,47,40,58.5
92,98,36,65.2
38,39,57,47.7
57,77,63,64.0
29,30,81,55.2
57,27,83,64.0
53,29,74,58.7
57,28,100,72.7
56,79,23,44.1
64,69,75,70.5
87,47,28,49.5
52,65,95,76.1
92,95,20,56.6
29,29,67,48.0
45,66,76,64.7
78,67,94,83.8
35,45,84,61.5
100,20,65,66.5
30,55,35,37.5
55,33,72,59.1
52,75,69,65.1
55,84,54,60.3
32,82,77,64.5
97,98,88,92.7
33,67,40,43.3
67,86,99,86.8
94,72,46,65.6
36,45,21,30.3
69,25,25,38.2
20,32,90,57.4
78,88,89,85.5
82,80,50,65.6
46,72,42,49.2
20,73,25,33.1
33,50,58,48.9
98,89,26,60.2
27,67,96,69.5
80,55,62,66.0
54,98,92,81.8
96,30,47,58.3
38,55,95,69.9
68,78,26,49.0
42,28,53,44.7
93,51,84,80.1
88,89,44,66.2
85,70,73,76.0
82,50,59,64.1
42,22,77,55.5
97,78,28,58.7
51,76,46,53.5
71,48,97,79.4
97,80,73,81.6
20,27,92,57.4
43,23,49,42.0
82,32,36,49.0
60,67,55,58.9
21,52,99,66.2
94,68,87,85.3
99,86,46,69.9
26,95,95,74.3
97,97,69,83.0
95,37,83,77.4
98,66,28,56.6
93,80,35,61.4
95,77,20,53.9
93,62,97,88.8
91,48,57,65.4
66,72,23,45.7
79,49,100,83.5
36,91,44,51.0
28,86,52,51.6
96,51,32,55.0
58,46,49,51.1
33,30,92,61.9
89,70,36,58.7
75,84,39,58.8
94,94,74,84.0
56,59,61,59.1
62,67,53,58.5
40,42,21,30.9
55,72,83,72.4
91,38,66,67.9
70,24,69,60.3
81,45,56,61.3
30,20,56,41.0
50,72,37,47.9
46,24,51,44.1
50,28,66,53.6
72,43,30,45.2
53,58,100,77.5
98,43,41,58.5
32,76,66,57.8
84,33,24,43.8
29,95,40,47.7
73,23,93,73.0
42,81,46,51.8
87,25,51,56.6
33,58,30,36.5
42,46,24,33.8
32,53,30,35.2
84,25,54,57.2
83,72,58,68.3
64,86,51,61.9
40,49,20,31.8
39,25,98,65.7
72,29,69,61.9
40,46,97,69.7
55,68,23,41.6
66,55,96,78.8
22,36,91,59.3
46,52,63,55.7
72,91,31,55.3
31,39,98,66.1
44,55,97,72.7
44,90,69,65.7
90,91,57,73.7
99,74,92,90.5
35,37,72,53.9
96,59,100,90.6
67,39,92,73.9
84,64,53,64.5
36,99,86,73.6
58,81,100,83.6
81,55,75,72.8
62,76,100,83.8
73,92,69,74.8
55,85,49,58.0
28,78,93,70.5
88,68,63,71.5
36,98,24,42.4
75,72,32,52.9
61,52,21,39.2
96,33,99,84.9
66,71,53,60.5
94,66,67,74.9
98,83,76,84.0
80,44,44,54.8
89,32,52,59.1
54,43,32,40.8
38,60,68,57.4
57,22,81,62.0
56,81,39,52.5
58,58,21,39.5
26,43,58,45.4
100,75,52,71.0
36,43,37,37.9
85,78,81,81.6
30,29,91,60.3
46,95,30,47.8
45,67,34,43.9
52,87,47,56.5
25,96,65,59.2
30,29,65,47.3
36,39,57,47.1
21,39,21,24.6
84,38,66,65.8
76,92,75,78.7
100,42,20,48.4
96,87,71,81.7
96,99,69,83.1
25,25,67,46.0
74,71,60,66.4
90,81,28,57.2
40,29,91,63.3
66,47,78,68.2
59,27,78,62.1
50,61,68,61.2
79,68,47,60.8
28,43,66,50.0
100,25,72,71.0
71,50,29,45.8
92,55,83,80.1
24,44,63,47.5
61,88,75,73.4
95,68,89,86.6
49,56,79,65.4
42,94,34,48.4
58,76,56,60.6
96,31,61,65.5
100,80,43,67.5
38,53,57,50.5
87,93,38,63.7
71,97,89,85.2
39,48,91,66.8
58,85,78,73.4
49,86,32,47.9
97,99,73,85.4
51,60,52,53.3
69,93,64,71.3
58,90,76,73.4
21,52,31,32.2
49,75,41,50.2
78,65,98,85.4
66,64,95,80.1
80,32,85,72.9
48,96,80,73.6
84,81,97,89.9
82,98,52,70.2
73,93,30,55.5
35,99,96,78.3
100,48,35,57.1
91,64,45,62.6
27,52,71,54.0
43,75,82,68.9
37,34,96,65.9
81,25,82,70.3
57,84,65,66.4
64,34,100,76.0
56,66,38,49.0
56,76,25,44.5
43,25,56,45.9
77,95,34,59.1
33,74,70,59.7
96,32,99,84.7
80,77,43,60.9
61,53,65,61.4
41,20,67,49.8
64,55,62,61.2
64,98,52,64.8
39,79,36,45.5
63,72,24,45.3
90,91,89,89.7
42,24,85,59.9
33,82,42,47.3
82,65,82,78.6
41,53,72,58.9
26,29,31,29.1
85,50,91,81.0
28,35,88,59.4
90,57,26,51.4
76,34,25,42.1
71,78,55,64.4
29,97,88,72.1
20,68,28,33.6
98,78,83,86.5
69,62,55,60.6
24,93,47,49.3
96,34,28,49.6
78,57,74,71.8
90,42,52,61.4
52,93,49,58.7
54,86,29,47.9
21,56,85,60.0
65,79,26,48.3
62,29,89,68.9
69,68,54,61.3
56,94,23,47.1
34,36,76,55.4
33,39,62,48.7
66,29,89,70.1
87,63,30,53.7
71,24,100,76.1
46,35,99,70.3
37,49,90,65.9
44,41,78,60.4
40,49,87,65.3
59,75,93,79.2
50,62,75,64.9
83,96,21,54.6
23,91,31,40.6
90,39,82,75.8
39,44,73,57.0
41,65,84,67.3
87,72,36,58.5
29,47,95,65.6
45,57,26,37.9
45,24,94,65.3
95,92,86,89.9
93,49,21,48.2
56,62,26,42.2
50,66,88,72.2
28,61,34,37.6
28,90,65,58.9
53,79,25,44.2
21,75,76,59.3
55,67,96,77.9
84,35,44,54.2
59,71,99,81.4
30,88,80,66.6
52,22,40,40.0
47,52,82,65.5
52,37,36,41.0
55,66,40,49.7
77,47,22,43.5
64,35,70,61.2
28,51,60,48.6
49,46,79,63.4
88,24,89,75.7
29,24,70,48.5
60,63,48,54.6
49,23,86,62.3
60,80,36,52.0
35,73,88,69.1
76,37,32,46.2
20,67,64,51.4
34,52,47,44.1
59,99,49,62.0
37,39,73,55.4
72,76,70,71.8
99,67,43,64.6
86,34,77,71.1
31,45,69,52.8
72,75,93,83.1
63,34,98,74.7
44,92,55,59.1
28,95,65,59.9
48,70,77,66.9
52,38,53,49.7
39,32,93,64.6
94,64,50,66.0
86,34,25,45.1
68,67,57,62.3
74,36,22,40.4
44,88,41,51.3
45,90,84,73.5
91,50,70,72.3
90,92,76,83.4
50,75,52,56.0
71,71,82,76.5
95,38,73,72.6
86,73,22,51.4
98,48,36,57.0
97,74,25,56.4
29,39,23,28.0
41,28,95,65.4
25,93,73,62.6
45,42,60,51.9
76,42,65,63.7
53,38,47,47.0
58,61,84,71.6
33,87,31,42.8
78,50,84,75.4
84,77,20,50.6
90,73,57,70.1
54,56,60,57.4
46,51,91,69.5
51,28,77,59.4
80,73,76,76.6
82,23,62,60.2
27,48,84,59.7
68,69,51,59.7
60,58,34,46.6
50,25,36,38.0
78,58,94,82.0
79,53,47,57.8
55,86,91,79.2
86,75,69,75.3
27,38,60,45.7
39,63,69,58.8
65,76,31,50.2
20,58,25,30.1
66,48,48,53.4
60,39,46,48.8
69,24,62,56.5
58,55,22,39.4
45,45,52,48.5
49,66,52,53.9
81,67,38,56.7
40,78,81,68.1
61,58,35,47.4
44,79,99,78.5
62,94,26,50.4
55,23,54,48.1
40,91,85,72.7
84,44,53,60.5
45,65,22,37.5
52,60,73,64.1
57,48,88,70.7
84,85,25,54.7
75,79,38,57.3
98,52,63,71.3
28,96,81,68.1
86,86,49,67.5
33,47,68,53.3
28,56,44,41.6
88,38,53,60.5
34,30,68,50.2
85,47,30,49.9
93,96,92,93.1
43,79,38,47.7
74,29,59,57.5
90,23,64,63.6
50,80,61,61.5
37,42,91,65.0
99,45,62,69.7
91,65,98,89.3
83,88,36,60.5
100,58,48,65.6
71,49,68,65.1
23,61,98,68.1
48,77,28,43.8
39,26,86,59.9
21,55,81,57.8
53,41,37,42.6
71,99,57,69.6
33,51,66,53.1
43,72,94,74.3
24,67,33,37.1
55,81,95,80.2
42,99,93,78.9
95,54,23,50.8
58,46,69,61.1
46,28,31,34.9
51,68,52,54.9
38,38,41,39.5
85,67,87,82.4
47,98,22,44.7
86,87,64,75.2
51,56,89,71.0
48,62,36,44.8
95,39,33,52.8
73,90,39,59.4
28,95,87,70.9
33,60,95,69.4
54,44,48,49.0
95,87,69,80.4
69,49,74,67.5
54,31,81,62.9
76,76,54,65.0
63,41,70,62.1
47,64,68,60.9
59,87,71,70.6
25,45,26,29.5
29,73,97,71.8
55,89,43,55.8
100,62,79,81.9
29,60,63,52.2
29,71,98,71.9
54,78,74,68.8
57,21,60,51.3
71,64,83,75.6
41,82,28,42.7
68,28,44,48.0
55,55,76,65.5
66,72,55,61.7
91,88,40,64.9
82,31,28,44.8
57,66,23,41.8
40,87,53,55.9
81,27,93,76.2
28,79,22,35.2
32,36,46,39.8
55,75,93,78.0
73,23,48,50.5
97,78,92,90.7
48,49,42,45.2
21,99,95,73.6
73,29,90,72.7
57,59,38,47.9
36,65,95,71.3
32,64,46,45.4
95,69,98,91.3
82,82,98,90.0
55,26,90,66.7
57,68,26,43.7
44,78,36,46.8
46,86,76,69.0
92,40,82,76.6
23,54,92,63.7
40,73,83,68.1
81,96,95,91.0
42,34,91,64.9
80,56,56,63.2
97,60,38,60.1
21,64,95,66.6
77,87,37,59.0
63,58,46,53.5
40,64,83,66.3
80,53,25,47.1
43,43,58,50.5
96,67,46,65.2
73,50,71,67.4
88,68,78,79.0
41,46,75,59.0
55,29,22,33.3
92,47,56,65.0
61,26,62,54.5
60,55,79,68.5
64,34,66,59.0
59,79,31,49.0
82,43,44,55.2
99,42,73,74.6
46,97,95,80.7
71,73,87,79.4
89,87,79,83.6
58,69,72,67.2
35,82,37,45.4
71,49,87,74.6
26,92,82,67.2
93,33,45,57.0
77,62,96,83.5
52,98,51,60.7
61,62,98,79.7
80,42,76,70.4
24,90,57,53.7
73,89,62,70.7
68,21,87,68.1
62,72,76,71.0
52,61,61,58.3
80,91,38,61.2
96,100,51,74.3
83,81,62,72.1
73,31,27,41.6
74,26,71,62.9
44,37,79,60.1
25,72,90,66.9
20,86,64,55.2
58,47,41,47.3
58,49,100,77.2
24,82,93,70.1
81,23,97,77.4
49,56,38,44.9
89,99,22,57.5
34,57,82,62.6
28,60,61,50.9
92,68,64,73.2
60,70,71,67.5
80,92,35,59.9
72,37,93,75.5
38,95,91,75.9
41,74,82,68.1
30,27,62,45.4
65,65,97,81.0
57,40,39,44.6
95,49,87,81.8
36,61,75,60.5
62,88,29,50.7
73,84,61,69.2
83,51,41,55.6
87,97,43,67.0
50,76,38,49.2
49,52,27,38.6
56,63,64,61.4
38,94,49,54.7
60,31,88,68.2
92,22,82,73.0
40,43,62,51.6
30,21,38,32.2
56,44,83,67.1
76,56,74,71.0
63,58,34,47.5
37,82,88,71.5
77,71,55,64.8
99,29,61,66.0
89,23,76,69.3
29,33,30,30.3
83,71,80,79.1
20,46,42,36.2
54,20,58,49.2
69,35,27,41.2
40,98,79,71.1
50,73,97,78.1
76,47,43,53.7
23,37,53,40.8
24,86,23,35.9
28,85,75,62.9
79,54,69,69.0
43,82,30,44.3
22,50,45,39.1
63,23,77,62.0
64,23,22,34.8
63,93,33,54.0
85,84,96,90.3
29,39,48,40.5
68,34,27,40.7
44,74,63,59.5
72,69,37,53.9
24,67,84,62.6
93,74,45,65.2
33,94,56,56.7
29,87,87,69.6
76,42,74,68.2
42,27,43,39.5
50,95,75,71.5
49,69,74,65.5
99,100,77,88.2
72,96,54,67.8
35,100,88,74.5
73,51,71,67.6
71,59,50,58.1
56,77,20,42.2
61,74,40,53.1
76,72,66,70.2
64,58,79,70.3
28,78,98,73.0
87,36,71,68.8
81,71,72,74.5
48,26,35,37.1
76,42,86,74.2
57,51,72,63.3
53,77,73,67.8
38,81,32,43.6
70,54,32,47.8
56,38,68,58.4
39,58,59,52.8
64,54,83,71.5
45,87,55,58.4
21,43,36,32.9
53,60,32,43.9
74,86,38,58.4
90,29,38,51.8
100,24,47,58.3
40,74,70,61.8
41,62,96,72.7
80,42,97,80.9
49,46,50,48.9
92,68,98,90.2
29,84,29,40.0
24,81,63,54.9
87,99,94,92.9
72,98,47,64.7
52,81,65,64.3
89,80,88,86.7
36,100,73,67.3
47,98,97,82.2
79,77,29,53.6
27,57,69,54.0
64,93,81,78.3
86,58,63,68.9
37,75,57,54.6
85,86,25,55.2
62,37,98,75.0
87,37,27,47.0
23,69,78,59.7
96,62,23,52.7
27,44,100,66.9
33,78,68,59.5
81,51,97,83.0
92,22,98,81.0
54,89,81,74.5
34,95,96,77.2
28,35,78,54.4
23,70,24,32.9
77,52,76,71.5
42,30,81,59.1
37,49,71,56.4
80,27,100,79.4
50,43,74,60.6
96,77,22,55.2
80,55,76,73.0
37,35,45,40.6
46,62,31,41.7
74,86,32,55.4
88,27,93,78.3
42,24,20,27.4
90,84,44,65.8
51,91,96,81.5
35,23,58,44.1
75,85,37,58.0
31,35,95,63.8
96,93,81,87.9
71,48,74,67.9
61,30,67,57.8
52,74,41,50.9
55,24,64,53.3
54,74,40,51.0
95,79,43,65.8
75,83,24,51.1
75,23,23,38.6
88,46,99,85.1
75,64,66,68.3
96,59,52,66.6
93,66,92,87.1
81,96,40,63.5
100,75,82,86.0
25,56,69,53.2
33,41,48,42.1
42,43,69,55.7
34,40,83,59.7
89,42,35,52.6
44,63,90,70.8
21,76,40,41.5
96,78,26,57.4
68,79,70,71.2
90,88,70,79.6
85,100,42,66.5
23,37,47,37.8
99,98,82,90.3
49,36,72,57.9
62,90,39,56.1
52,49,71,60.9
54,43,86,67.8
98,86,64,78.6
52,30,98,70.6
61,45,31,42.8
84,55,94,83.2
60,80,100,84.0
93,77,56,71.3
49,50,30,39.7
96,62,43,62.7
60,32,62,55.4
29,70,82,63.7
64,54,29,44.5
64,31,68,59.4
87,49,83,77.4
85,22,34,46.9
20,81,30,37.2
86,69,32,55.6
85,92,98,92.9
40,32,79,57.9
99,32,37,54.6
24,100,92,73.2
33,82,20,36.3
64,60,90,76.2
81,63,63,68.4
71,99,40,61.1
80,20,23,39.5
74,25,84,69.2
82,60,71,72.1
42,37,100,70.0
84,90,52,69.2
74,57,97,82.1
74,59,22,45.0
55,87,53,60.4
32,78,23,36.7
83,62,94,84.3
95,94,100,97.3
23,65,49,44.4
50,60,22,38.0
55,48,48,50.1
45,44,74,59.3
35,70,97,73.0
53,55,64,58.9
43,24,41,38.2
88,48,82,77.0
98,54,85,82.7
27,22,53,39.0
38,86,55,56.1
81,83,42,61.9
80,66,33,53.7
96,45,69,72.3
68,46,99,79.1
28,24,44,35.2
99,34,37,55.0
84,32,40,51.6
76,78,64,70.4
37,54,93,68.4
89,93,26,58.3
49,39,29,37.0
98,82,84,87.8
91,94,84,88.1
49,32,46,44.1
30,33,91,61.1
46,95,66,65.8
75,56,65,66.2
90,30,82,74.0
81,67,44,59.7
40,79,27,41.3
29,43,24,29.3
71,61,76,71.5
87,58,92,83.7
33,96,37,47.6
88,38,26,47.0
64,28,87,68.3
30,74,38,42.8
83,100,62,75.9
95,28,91,79.6
77,57,98,83.5
58,35,74,61.4
44,39,56,49.0
79,94,82,83.5
59,36,37,43.4
72,23,71,61.7
29,86,38,44.9
24,60,85,61.7
41,61,49,49.0
69,31,46,49.9
60,89,37,54.3
23,50,41,37.4
21,91,89,69.0
41,38,79,59.4
48,30,77,58.9
49,27,99,69.6
25,94,92,72.3
98,23,97,82.5
76,44,69,66.1
28,42,78,55.8
90,70,25,53.5
78,85,50,65.4
80,20,93,74.5
20,97,37,43.9
40,91,42,51.2
50,98,82,75.6
100,63,60,72.6
29,36,27,29.4
89,31,60,62.9
20,35,35,30.5
53,24,53,47.2
42,59,52,50.4
49,36,61,52.4
78,91,31,57.1
98,35,64,68.4
85,68,34,56.1
72,73,32,52.2
80,31,61,60.7
71,81,29,52.0
46,71,44,50.0
77,45,100,82.1
57,89,71,70.4
37,61,26,36.3
36,71,75,62.5
34,89,22,39.0
99,36,99,86.4
21,74,66,54.1
56,93,81,75.9
88,74,74,78.2
48,50,98,73.4
75,94,54,68.3
96,85,35,63.3
33,70,71,59.4
99,48,28,53.3
99,50,44,61.7
24,54,36,36.0
58,70,73,67.9
67,67,76,71.5
53,51,100,76.1
25,56,79,58.2
20,79,29,36.3
33,68,99,73.0
95,63,95,88.6
26,60,64,51.8
66,26,89,69.5
66,97,91,84.7
37,38,48,42.7
60,71,87,75.7
64,88,56,64.8
59,57,55,56.6
35,33,100,67.1
22,52,78,56.0
85,23,44,52.1
91,86,72,80.5
91,93,83,87.4
70,30,71,62.5
95,69,21,52.8
48,25,22,30.4
99,93,46,71.3
54,63,33,45.3
94,63,88,84.8
45,95,76,70.5
90,67,54,67.4
46,93,97,80.9
100,26,96,83.2
95,30,53,61.0
71,89,54,66.1
39,64,99,74.0
91,94,32,62.1
21,86,67,57.0
72,72,91,81.5
71,25,85,68.8
28,25,93,59.9
42,37,97,68.5
63,32,87,68.8
35,58,90,67.1
69,25,86,68.7
91,35,29,48.8
96,23,54,60.4
28,81,80,64.6
96,72,86,86.2
90,28,50,57.6
72,69,91,80.9
38,49,36,39.2
41,89,52,56.1
90,36,86,77.2
35,60,87,66.0
27,69,54,48.9
45,23,30,33.1
90,78,20,52.6
98,94,39,67.7
87,94,83,86.4
79,92,46,65.1
69,78,65,68.8
67,75,58,64.1
57,45,32,42.1
93,86,56,73.1
76,44,64,63.6
31,67,64,54.7
53,69,34,46.7
54,53,94,73.8
79,87,76,79.1
71,44,60,60.1
35,99,48,54.3
30,91,20,37.2
87,55,48,61.1
42,62,62,56.0
39,31,79,57.4
85,40,63,65.0
49,59,64,58.5
83,47,61,64.8
99,32,28,50.1
51,84,62,63.1
88,100,79,85.9
85,53,98,85.1
50,33,100,71.6
26,64,61,51.1
100,95,42,70.0
67,52,99,80.0
37,83,70,62.7
71,49,63,62.6
61,65,85,73.8
20,31,96,60.2
72,87,89,83.5
77,94,100,91.9
21,100,37,44.8
84,90,73,79.7
39,58,63,54.8
37,23,90,60.7
87,72,41,61.0
31,59,83,62.6
60,61,66,63.2
27,59,66,52.9
94,50,23,49.7
73,26,70,62.1
67,20,82,65.1
22,55,85,60.1
36,42,24,31.2
84,42,57,62.1
78,69,34,54.2
73,31,67,61.6
30,23,41,34.1
52,87,41,53.5
100,91,41,68.7
57,94,39,55.4
32,79,55,52.9
94,99,39,67.5
51,35,66,55.3
62,66,70,66.8
41,49,73,58.6
70,51,93,77.7
40,27,81,57.9
60,65,42,52.0
69,69,55,62.0
85,98,29,59.6
61,23,70,57.9
20,34,66,45.8
42,76,70,62.8
22,67,95,67.5
45,57,52,50.9
97,35,93,82.6
56,87,62,65.2
37,25,32,32.1
79,29,60,59.5
96,22,91,78.7
26,29,95,61.1
25,80,74,60.5
79,88,60,71.3
60,86,73,71.7
91,22,93,78.2
95,90,23,58.0
78,45,85,74.9
53,87,92,79.3
72,53,81,72.7
97,20,38,52.1
93,77,60,73.3
48,74,95,76.7
37,48,98,69.7
86,47,68,69.2
40,80,76,66.0
75,48,42,53.1
96,80,52,70.8
40,26,72,53.2
62,20,40,42.6
73,72,89,80.8
66,67,93,79.7
56,55,62,58.8
39,82,66,61.1
23,98,29,41.0
73,63,60,64.5
76,39,64,62.6
76,28,63,59.9
82,88,76,80.2
79,28,68,63.3
81,80,85,82.8
35,67,62,54.9
63,97,68,72.3
39,40,71,55.2
94,76,95,90.9
64,58,58,59.8
42,28,92,64.2
79,49,72,69.5
83,83,55,69.0
73,80,58,66.9
30,44,91,63.3
85,45,35,52.0
72,95,96,88.6
67,100,64,72.1
46,76,36,47.0
36,24,58,44.6
57,54,50,52.9
39,79,73,64.0
49,62,31,42.6
61,56,40,49.5
75,93,68,75.1
65,55,95,78.0
63,53,88,73.5
28,24,60,43.2
27,82,76,62.5
50,35,48,46.0
47,60,92,72.1
62,30,43,46.1
30,74,100,73.8
78,42,53,58.3
76,54,83,75.1
60,25,40,43.0
27,93,37,45.2
24,30,83,54.7
67,69,69,68.4
46,84,60,60.6
60,47,23,38.9
79,97,99,92.6
60,27,59,52.9
88,46,24,47.6
37,46,83,61.8
78,51,40,53.6
33,21,24,26.1
66,48,57,57.9
50,74,22,40.8
54,53,41,47.3
50,78,76,68.6
98,21,68,67.6
99,79,21,56.0
96,99,66,81.6
80,31,56,58.2
44,59,67,58.5
50,41,33,39.7
59,77,94,80.1
87,72,45,63.0
39,47,37,39.6
38,31,67,51.1
52,57,72,63.0
67,94,70,73.9
36,21,92,61.0
89,40,38,53.7
47,84,47,54.4
55,72,78,69.9
86,24,56,58.6
33,100,26,42.9
62,89,67,69.9
89,95,39,65.2
83,78,48,64.5
67,56,78,70.3
41,80,42,49.3
81,67,53,64.2
32,91,65,60.3
59,60,43,51.2
22,45,83,57.1
59,93,66,69.3
40,56,27,36.7
93,41,38,55.1
92,32,48,58.0
87,70,22,51.1
96,33,34,52.4
84,71,91,84.9
75,51,41,53.2
43,87,50,55.3
64,34,37,44.5
38,49,39,40.7
55,46,76,63.7
35,64,52,49.3
44,48,70,57.8
41,96,70,66.5
40,49,96,69.8
78,99,70,78.2
28,82,83,66.3
38,81,89,72.1
61,64,57,59.6
72,20,85,68.1
40,87,81,69.9
96,39,93,83.1
76,32,48,53.2
32,30,96,63.6
74,68,93,82.3
60,36,88,69.2
59,66,88,74.9
64,31,46,48.4
82,53,76,73.2
80,61,57,64.7
100,31,69,70.7
61,95,81,77.8
29,88,69,60.8
33,46,78,58.1
26,81,84,66.0
34,27,43,37.1
74,50,92,78.2
89,57,56,66.1
26,83,30,39.4
59,49,82,68.5
66,47,56,57.2
100,41,20,48.2
68,68,89,78.5
30,42,97,65.9
94,29,67,67.5
33,75,58,53.9
74,59,36,52.0
74,29,41,48.5
73,51,50,57.1
100,30,69,70.5
89,66,83,81.4
99,58,27,54.8
36,100,83,72.3
26,29,22,24.6
93,93,53,73.0
48,78,59,59.5
80,65,30,52.0
32,38,90,62.2
93,56,82,80.1
73,42,67,63.8
78,85,44,62.4
40,37,74,56.4
60,94,27,50.3
57,97,87,80.0
54,40,29,38.7
46,54,30,39.6
67,95,94,86.1
60,61,23,41.7
71,70,42,56.3
89,83,28,57.3
41,51,71,58.0
78,51,99,83.1
31,56,27,34.0
97,92,44,69.5
71,97,82,81.7
74,59,62,65.0
100,55,39,60.5
75,46,67,65.2
92,41,58,64.8
89,63,55,66.8
87,99,35,63.4
91,70,34,58.3
91,22,65,64.2
76,60,58,63.8
32,82,49,50.5
21,48,26,28.9
51,65,97,76.8
59,22,95,69.6
64,54,72,66.0
24,77,38,41.6
94,43,76,74.8
48,26,25,32.1
37,92,73,66.0
99,32,24,48.1
47,39,27,35.4
47,53,26,37.7
73,44,46,53.7
32,64,44,44.4
98,21,96,81.6
83,57,51,61.8
46,31,20,30.0
41,77,100,77.7
75,42,79,70.4
69,77,22,47.1
68,69,20,44.2
87,30,27,45.6
70,56,96,80.2
52,82,54,59.0
23,67,96,68.3
38,81,86,70.6
86,56,52,63.0
95,32,43,56.4
20,87,65,55.9
47,81,54,57.3
44,57,36,42.6
91,87,31,60.2
34,45,89,63.7
83,41,93,79.6
65,45,57,57.0
23,46,59,45.6
57,80,90,78.1
85,42,57,62.4
45,46,80,62.7
23,28,81,53.0
77,90,68,75.1
23,67,22,31.3
20,41,88,58.2
67,67,58,62.5
81,81,85,83.0
